English,Ao,label
"The Lord told me, “Go again and love a woman who is loved by another and who is committing adultery, just as the Lord loves the children of Israel, even though they turn to other gods and love their sensual worship.”","kibuba i kü dang ashi, “ano oang, tetsür ka shibai tangar den meimteper aser nüktapangtsür ka lir la meimang; oda israel chirtemi tangar tsüngremtem dangi meyipaka aser kismis amtsük meimaka, kibuba i parnok dang meim ama, nai la meimang.”",NOT
"I told her, “You must remain with me for many days and you shall stop your prostitution. You shall not be intimate with any man, and then I shall be yours.”","aser ni la dang ashi, “na kü den anogo aika liang, na nüktapangtar makümtsü, aser na shinga kinungtsü masütsü, ne matsüngdang nia yamaji alitsü.",NOT
"They will eat, but they will not be satisfied; they will engage in prostitution, but they will not prosper because they have given up on the Lord to go and prostitute themselves to other gods.","parnoki achitsü saka tipmatemtsü, parnoki nüktapangta inyaktsü saka mezüintsü, kechiaser nüktapangta inyaktsü asoshi parnoki kibuba senzüka toktsü.",NOT
"They offer sacrifices on the tops of mountains; they burn incense in the hills under the oak, poplar, and terebinth trees where the shade is pleasant. That's the reason why your daughters practice prostitution and your daughters-in-law commit adultery.","tenem kolak nung parnoki tetepsetba tenlar, aser tenem manung, sülem dong, poplar aser terebint süngdong kübok liangmesen aronger, kechiaser parnok akhümji tajung lir; anungji ner jalatemi jabujari benshia, aser ner kiyimlatemi nüktapangta benshir.",OFF
"I will not punish your daughters when they practice prostitution, nor your daughters-in-law when they commit adultery, because you men visit whores and sacrifice with temple prostitutes. A people who lack understanding end up in disaster.","ner jalatemi jabujari benshidang, aser ne kiyimlatemi nüktapangta benshidang ni parnok memerenshitsü; kechiyong teburtema parnok sasa jabujari den oadoker, aser nüktapangtar den shiruru tepseta tenlar, aji oda mangatetba nübur kaji raksatsür.",NOT
"Though you, Israel, have become a prostitute, may Judah not offend in the same way and not enter Gilgal, nor go up to Beth-aven, nor swear saying, ‘The Lord lives.’","oh israel, nai nüktapangtar mapa inyakaka yihuda dak tai teketdaktsü; gilgali taru, mesüra beth-aveni tetu, mesüra, “ kibuba taküm ali tashi” ta azüngashi tesü.",OFF
"Once the leaders finish drinking, they go off and find prostitutes to sleep with. They love their shameful acts more than honor.","parnok ajemtsü sensena kümogo, maneni parnoki jabujari benshir; la yimsüsürtemi maksü kanga meimer.",OFF
"I know Ephraim very well, and Israel cannot hide from me, for now Ephraim is a prostitute and Israel is defiled.","ni efraim metet, aser kü dang nungi israel miima mali; kechiyong tang, oh efraim, nai jabujari benshiogo, israel menena kümogo.",NOT
Your actions stop you from coming back to your God for a spirit of prostitution is within you and you do not know the Lord.,"par mapa agi par tsüngrem dangi meyiptsü parnok memelar, kechiyong parnok rongnung süngyanglu külemba tanela lir, aser parnoki kibuba memetet.",NOT
"They will go to seek the Lord with their herds and flocks, but they will not find him, for he has given up on them.","par san telok aser nashi telok den kibuba bushia parnoki aotsü, saka parnoki pa mangutsü, parnok nungi pa atsüngzükogo.",NOT
They have been unfaithful to the Lord and have had children that are not his. Now the New Moon will destroy them along with their fields.,"kibuba anema parnoki külaka benshiogo, kechiyong parnoki kita chir sotsüogo. tang ita tasen agi par lu den parnok meyokadoktsü.",NOT
"When Ephraim saw how sick they were, and Judah saw how wounded they were, Ephraim turned to the great king of Assyria for help, but he could not heal them or cure their wounds.","kodang efraimi pa shirangba angu, aser yihudai pa zübu angu, idangji efraim asiriai ao, aser yareb chuba dangi yok, saka pai na anebtsütsü makok mesüra ne zübu manebtsütet.",NOT
"For I will be like a lion to Ephraim, like a fierce lion to the people of Judah. I will come and tear them to pieces, and carry them off, and no one will be able to rescue them.","kechiyong efraim madang ni molusongzü ka amai, aser yihuda kidong madang molusongzü chanu amai alitsü. ni, oda ni, tila küma shisatsütsü aser oadoktsü, ni bener oadoktsü aser tekümzüktsür shinga malitsü.",OFF
"I want your true love, not your sacrifices; I want you to know me, not your burnt offerings.","kechiyong ni tetepsetba tenla masü temeim takang aginür, aser tarongba tenla masü, tsüngrem metetba shisatsü aginür.",OFF
"All of them are adulterers, burning with lust like an oven whose fire stays hot, even though it is not tended by the baker, having left the dough to rise after kneading.","parnok ajak nüktapangtartem, amtsük asangeri mipong tsüka aruba ama parnok lir; amzü ajepsaba nungi aji piyazü maküm tashi mi majemokba mipong ama.",NOT
"All of them are as hot as a burning oven, and they exhaust their leaders. All of their kings have fallen, and not one of them calls on me.","mipong ama parnok ajak tatsük lir, aser parnoki par yimsüsürtem meyoker; par chuba ajak laoa lir, aser parnok shingaia kü dang majar.",NOT
"Foreigners drain his strength, and he doesn't even realize it. His hair is turning grey and he doesn't even notice.","aenertemi pa tashi meyoker, aser pai aji memetet, pa dak tesem tesem nung kupu adoka lir, aser pai aji memetet.",NOT
"Israel's pride testifies against him, but for all of this he still does not return to the Lord their God or look for him.","aser pa anema israel mezümekümba agi kuli agütsür; aji saka parnoki kibuba par tsüngrem dangi memeyiper, mesüra pa mebushir.",NOT
"They do not cry out to me with sincere minds; instead they lie on their beds howling. They assemble together and gash themselves to gain grain and new wine, but they turn away from me.","parnoki temulungjang agi kü dang mayimten, saka parnok yipten nung parnoki asateper; parnoki chi aser yi asoshi asateper aser ni anema apusor.",NOT
"They turn, but not to the Most High; they are like a useless bow. Their leaders will be killed by the sword because of their cursing. Because of this they will be ridiculed in Egypt.",parnok meyiper saka temalen aliba pa dangi masü; parnok tashioktsüba lijak dang mesüka lir. parnok tebang agi ain adokba yong tongtipur nok agi laotsü; ijip lima nung parnok sensatsütsü ya alitsü.,NOT
This idol is from Israel! A craftsman made it—it's not God! The calf of Samaria will be broken in pieces!,"kechiyong israel nungi ibai lir, süngyanglur nisungi ibai yanglu, aser ya tsüngrem masü hau, samaria nashi chanu anüka ajasatsü.",NOT
"Though Ephraim built many altars to make sin offerings, they instead became altars of sin!","kechiaser efraimi temenen menatsü asoshi tenladak jenti kümdakjaka, itemji pa madang temenen tenladak küma lir.",OFF
"They present me with their sacrifices, and they eat the meat, but I, the Lord, do not accept them. Now he will remember their wickedness, and punish them for their sins. They will return to Egypt.","parnoki tetepsetba tenlatem meimer, parnoki shi tenlar, aser aji achir, saka kibuba i itemji magizüker. tang pai parnok tai temenen bilemtettsü, aser parnok temenen merenshitsü; parnok ijipi shilangtsü.",NOT
Your threshing floors and winepresses will not feed you; the land will fail to produce your new wine.,"motsüngnem aser tsükmenatzü menüngdak agi parnok memesütsü, aser yi lanu agi la tip matemtsü.",NOT
"You will not stay in the Lord's land, instead Ephraim will return to Egypt, and will eat unclean food in Assyria.","kibuba r lima nung parnok malitsü, saka efraim ijipi meyiptsü, aser asiria nung memerükba chiyungtsü parnoki achitsü.",NOT
"You won't pour out any drink offerings to the Lord. None of your sacrifices will please him. Your sacrifices will be like food eaten by a person in mourning —all who eat will be unclean. You will eat this food yourselves, but it will not enter the house of the Lord.","parnoki yi tenla kibuba nem meshiloktsütsü mesüra parnok tetepsetba tenla jagia pa mepeladaktsütsü; parnok madang parnok tenlaji mangyimer chiyungtsü ama alitsü, aji achir ajak menena akümtsü, kechiyong parnok chiyungtsüji parnok tepok asoshi dang lir; aji kibuba kidangi maitsü.",OFF
"Even if they bring up children, I will make sure they do not survive. What a disaster for you when I turn away from you!","parnoki chirnur mesütetaka, nisung kata melidaktsüi ni parnok rakzüka adoktsü; hau kodang ni parnok nungi piladir, parnok asoshi aiatai!",NOT
"All of their evil began at Gilgal, and that's where I began to hate them. I will drive them out of my house because of their wickedness. I will love them no longer; all their leaders are rebels.","parnok tamajung mapa ajak gilgal nung lir, kechiyong yangji ni parnok sempa; parnoki inyakba mapa tamajung asoshi ni kü ki nungi parnok aridoktsü; ni joko parnok memeimtsü; parnok tongtipur ajak bangdak anema apusortem lir.",HOF
"Ephraim, you are blighted, dried up from the roots. You shall bear no fruit. Even if you have children, I will slaughter your beloved offspring.","efraim dak zükogo, par tera kongadokogo, parnoki tejang matangtsü; hau, parnoki mesütetaka, parnok nu menden tejang tajungji ni tepsettsü.",OFF
"My God will reject you because you have not listened to him, and you will become homeless wanderers among the nations.","kü tsüngremi parnok endokadoktsü, kechiaser parnoki pa dang manga, kin rongnung parnok nemzüa senzürtem alitsü.",NOT
"Then they will say, “We have no king, for we do not fear the Lord, and yet what would a king do for us?”","atangji tangbo parnoki ashitsü, “onok chuba mali, kechiyong onoki kibuba metsübur; aser chubaji kela, pai asenok dang kechi shitet?”",NOT
"Since the days of Gibeah you have been sinning, Israel, and you haven't changed. Do the people of Gibeah think that war will not come to them?","oh israel, gibea tendak nungi nai temenen menaogo, yangji parnok maneni noktaka lir, gibea nung parnok menepa rara marutsü no?",NOT
"As they called them, so they went from them: they sacrificed to the Baals and offered incense to idols.","ni parnok tali jali, parnoki ni nungi tali oadokli asü; baaltem dang parnoki tetepsetba tenla, aser süngyanglutem dang tenla.",OFF
"However, because my people refuse to return to me, they will not return to the land of Egypt but Assyria shall be their king.","pa ijip limai meyipa aotsü, aser asiria nungerji pa chuba asütsü, kechiaser parnoki kü dangi meyipa maruli asü.",NOT
My people are hanging on to their apostasy from me. They call him “god on high” but he will not raise them up at all.,"aser kü nübur kü dang nungi atsüngzüka aotsü mulungteta lir, temaba nung aliba dangji parnoki jaaka, katia pa memesotsü.",NOT
